ID,Title,Section,Type,Priority,Preconditions,Steps,Expected Result,EMVCo Reference,Business Rule,API Endpoint,Expected HTTP,pm.test Count
03-03,03-03 Certificate - non-existent vault,03 Certificate Retrieval,Negative,High,Full setup flow completed (steps 01-11). Unknown vault ID.,"1. GET {{baseUrl_tvm}}/tvm/api/vault/certificate
2. Verify HTTP 404
3. Run 1 pm.test() assertions","HTTP 404, all assertions pass",,,GET {{baseUrl_tvm}}/tvm/api/vault/certificate,404,1
04-01,04-01 Encrypt key (happy path),04 Key Encryption,Functional,High,Full setup flow completed (steps 01-11). Encrypt transport key with vault certificate.,"1. POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",,,POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key,200,2
04-02,04-02 Encrypt - missing certificate,04 Key Encryption,Negative,High,Full setup flow completed (steps 01-11). Certificate file required.,"1. POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key,400,1
04-03,04-03 Encrypt - invalid certificate,04 Key Encryption,Negative,High,Full setup flow completed (steps 01-11). Malformed certificate.,"1. POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key
2. Verify HTTP 400,422
3. Run 1 pm.test() assertions","HTTP 400,422, all assertions pass",,,POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key,"400,422",1
04-04,04-04 Encrypt - plainData wrong length,04 Key Encryption,Negative,High,Full setup flow completed (steps 01-11). plainData not 64-char hex.,"1. POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_crypto}}/api/v1/encrypt/transport-key,400,1
05-01,05-01 Create issuer (happy path),05 Issuer Onboarding,Functional,High,Full setup flow completed (steps 01-11). Register card issuer with encrypted transport key.,"1. POST {{baseUrl_tvm}}/tvm/api/issuer
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/issuer,"200,201",2
05-02,05-02 Issuer - invalid KCV,05 Issuer Onboarding,Negative,High,Full setup flow completed (steps 01-11). KCV does not match transport key.,"1. POST {{baseUrl_tvm}}/tvm/api/issuer
2. Verify HTTP 400,422
3. Run 1 pm.test() assertions","HTTP 400,422, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/issuer,"400,422",1
05-03,05-03 Issuer - missing X-TV-ID,05 Issuer Onboarding,Negative,High,Full setup flow completed (steps 01-11). Vault identifier required.,"1. POST {{baseUrl_tvm}}/tvm/api/issuer
2. Verify HTTP 400,401
3. Run 1 pm.test() assertions","HTTP 400,401, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/issuer,"400,401",1
05-04,05-04 Issuer - duplicate code,05 Issuer Onboarding,Negative,High,Full setup flow completed (steps 01-11). Duplicate issuer code.,"1. POST {{baseUrl_tvm}}/tvm/api/issuer
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/issuer,400-499,1
05-05,05-05 Issuer - invalid realTimePanEnrollment,05 Issuer Onboarding,Negative,High,Full setup flow completed (steps 01-11). Must be Y or N.,"1. POST {{baseUrl_tvm}}/tvm/api/issuer
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/issuer,400,1
06-01,06-01 Create BIN (happy path),06 BIN Setup,Functional,High,Full setup flow completed (steps 01-11). Register BIN for issuer.,"1. POST {{baseUrl_tvm}}/tvm/api/bin/single
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/bin/single,"200,201",2
06-02,06-02 BIN - invalid issuerId,06 BIN Setup,Negative,High,Full setup flow completed (steps 01-11). Non-existent issuer.,"1. POST {{baseUrl_tvm}}/tvm/api/bin/single
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/bin/single,400-499,1
06-03,06-03 BIN - duplicate value,06 BIN Setup,Negative,High,Full setup flow completed (steps 01-11). Duplicate BIN value.,"1. POST {{baseUrl_tvm}}/tvm/api/bin/single
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/bin/single,400-499,1
06-04,06-04 BIN - ianLen zero,06 BIN Setup,Boundary,High,Full setup flow completed (steps 01-11). ianLen must be > 0.,"1. POST {{baseUrl_tvm}}/tvm/api/bin/single
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/bin/single,400,1
07-01,07-01 Create account range (happy path),07 Account Range Setup,Functional,High,Full setup flow completed (steps 01-11). Configure PAN account range.,"1. POST {{baseUrl_tvm}}/tvm/api/account-range
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/account-range,"200,201",2
07-02,07-02 AcctRange - lower > upper,07 Account Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Invalid range bounds.,"1. POST {{baseUrl_tvm}}/tvm/api/account-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/account-range,400,1
07-03,07-03 AcctRange - empty listOfExpiry,07 Account Range Setup,Negative,High,Full setup flow completed (steps 01-11). At least one expiry required.,"1. POST {{baseUrl_tvm}}/tvm/api/account-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/account-range,400,1
07-04,07-04 AcctRange - invalid quarter Q5,07 Account Range Setup,Negative,High,Full setup flow completed (steps 01-11). Quarter must be Q1-Q4.,"1. POST {{baseUrl_tvm}}/tvm/api/account-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,R2,POST {{baseUrl_tvm}}/tvm/api/account-range,400,1
07-05,07-05 AcctRange - past expiry year,07 Account Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Expiry in the past.,"1. POST {{baseUrl_tvm}}/tvm/api/account-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/account-range,400,1
08-01,08-01 Create requester - Google Pay (happy path),08 Token Requester Onboarding,Functional,High,Full setup flow completed (steps 01-11). Onboard token requestor.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor,"200,201",2
08-02,08-02 Requester - invalid tokenFormFactor,08 Token Requester Onboarding,Negative,High,Full setup flow completed (steps 01-11). Unsupported form factor.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor,400,1
08-03,08-03 Requester - KCV mismatch,08 Token Requester Onboarding,Negative,High,Full setup flow completed (steps 01-11). KCV verification failure.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor
2. Verify HTTP 400,422
3. Run 1 pm.test() assertions","HTTP 400,422, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor,"400,422",1
08-04,08-04 Requester - missing serviceName,08 Token Requester Onboarding,Negative,High,Full setup flow completed (steps 01-11). Required field omitted.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor,400,1
09-01,09-01 Token use setup (happy path),09 Token Use Setup,Functional,High,Full setup flow completed (steps 01-11). Configure token use with merchant.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup
2. Verify HTTP 200,201
3. Run 1 pm.test() assertions","HTTP 200,201, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup,"200,201",1
09-02,09-02 Token use - non-existent trId,09 Token Use Setup,Negative,High,Full setup flow completed (steps 01-11). Unknown requestor.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup,400-499,1
09-03,09-03 Token use - merchantId wrong length,09 Token Use Setup,Negative,High,Full setup flow completed (steps 01-11). merchantId must be 15 digits.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup,400,1
09-04,09-04 Token use - multiple merchants,09 Token Use Setup,Functional,Medium,Full setup flow completed (steps 01-11). Multiple merchants at once.,"1. POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-requestor/token-use/setup,200,1
10-01,10-01 Token life (happy path),10 Token Life Authorization,Security,High,Full setup flow completed (steps 01-11). Authorize token lifetime.,"1. POST {{baseUrl_tvm}}/tvm/api/token-life/authorization
2. Verify HTTP 200,201
3. Run 1 pm.test() assertions","HTTP 200,201, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-life/authorization,"200,201",1
10-02,10-02 Token life - min > max,10 Token Life Authorization,Security,Medium,Full setup flow completed (steps 01-11). min must be <= max.,"1. POST {{baseUrl_tvm}}/tvm/api/token-life/authorization
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-life/authorization,400,1
10-03,10-03 Token life - non-existent issuerId,10 Token Life Authorization,Security,Medium,Full setup flow completed (steps 01-11). Unknown issuer.,"1. POST {{baseUrl_tvm}}/tvm/api/token-life/authorization
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-life/authorization,400-499,1
10-04,10-04 Token life - zero period,10 Token Life Authorization,Security,Medium,Full setup flow completed (steps 01-11). Zero-lifetime token.,"1. POST {{baseUrl_tvm}}/tvm/api/token-life/authorization
2. Verify HTTP 200,400
3. Run 1 pm.test() assertions","HTTP 200,400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-life/authorization,"200,400",1
11-01,11-01 Token range (happy path),11 Token Range & BIN Range Setup,Functional,High,Full setup flow completed (steps 01-11). Configure quarter-wise BIN range.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 200,201
3. Run 1 pm.test() assertions","HTTP 200,201, all assertions pass",,R2,POST {{baseUrl_tvm}}/tvm/api/token-range,"200,201",1
11-02,11-02 Token range - overlaps account range,11 Token Range & BIN Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Overlapping ranges must be rejected.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400,409
3. Run 1 pm.test() assertions","HTTP 400,409, all assertions pass",,R6,POST {{baseUrl_tvm}}/tvm/api/token-range,"400,409",1
11-03,11-03 Token range - lower > upper,11 Token Range & BIN Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Invalid range.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-range,400,1
11-04,11-04 Token range - non-existent requestorId,11 Token Range & BIN Range Setup,Negative,High,Full setup flow completed (steps 01-11). Unknown requestor.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400-499
3. Run 1 pm.test() assertions","HTTP 400-499, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-range,400-499,1
11-05,11-05 Token range - past expiry,11 Token Range & BIN Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Expiry in the past.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,,POST {{baseUrl_tvm}}/tvm/api/token-range,400,1
11-06,11-06 BIN range - non-overlapping Q4,11 Token Range & BIN Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). New non-overlapping quarter range.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 200,201
3. Run 2 pm.test() assertions","HTTP 200,201, all assertions pass",,"R2, R6",POST {{baseUrl_tvm}}/tvm/api/token-range,"200,201",2
11-07,11-07 BIN range - already-configured quarter overlap,11 Token Range & BIN Range Setup,Functional,Medium,Full setup flow completed (steps 01-11). Overlapping BIN range.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400,409
3. Run 2 pm.test() assertions","HTTP 400,409, all assertions pass",,R6,POST {{baseUrl_tvm}}/tvm/api/token-range,"400,409",2
11-08,11-08 BIN range - zero capacity,11 Token Range & BIN Range Setup,Boundary,High,Full setup flow completed (steps 01-11). Zero/insufficient capacity.,"1. POST {{baseUrl_tvm}}/tvm/api/token-range
2. Verify HTTP 400
3. Run 1 pm.test() assertions","HTTP 400, all assertions pass",,R2,POST {{baseUrl_tvm}}/tvm/api/token-range,400,1
11-09,11-09 BIN range - retrieve config,11 Token Range & BIN Range Setup,Functional,Medium,"Full setup flow completed (steps 01-11). Verify capacity, allocated, remaining per quarter.","1. GET {{baseUrl_tvm}}/tvm/api/token-range?requestorId={{trId}}&issuerId={{issuerId}}&binId={{binId}}
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",,"R2, R5",GET {{baseUrl_tvm}}/tvm/api/token-range?requestorId={{trId}}&issuerId={{issuerId}}&binId={{binId}},200,2
12-01,12-01 Provision - valid PAN Q1 expiry,12 Token Provisioning,Functional,High,Full setup flow completed (steps 01-11). Q1 mapping.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-02,12-02 Provision - valid PAN Q2 expiry,12 Token Provisioning,Functional,High,Full setup flow completed (steps 01-11). Q2 mapping.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-03,12-03 Provision - valid PAN Q3 expiry,12 Token Provisioning,Functional,High,Full setup flow completed (steps 01-11). Q3 mapping.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-04,12-04 Provision - valid PAN Q4 expiry,12 Token Provisioning,Functional,High,Full setup flow completed (steps 01-11). Q4 mapping.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-05,12-05 Provision - BIN range first token,12 Token Provisioning,Boundary,High,Full setup flow completed (steps 01-11). First token at BIN_START.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3.2,R2,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-06,12-06 Provision - BIN range last token,12 Token Provisioning,Boundary,High,Full setup flow completed (steps 01-11). Last token at BIN_END.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",Section 4.3.2,R3,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-07,12-07 Provision - one from exhaustion,12 Token Provisioning,Boundary,High,Full setup flow completed (steps 01-11). 1 token remaining.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",,"R3, R5",POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-08,12-08 Provision - range exhausted,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). TOKEN_RANGE_EXHAUSTED.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R3,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
12-09,12-09 Provision - PAN outside range,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). ACCOUNT_NOT_ELIGIBLE.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
12-10,12-10 Provision - expired PAN,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Cannot tokenize expired PAN.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",Section 4.3.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,2
12-11,12-11 Provision - quarter not configured,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). EXPIRY_QUARTER_MISMATCH.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R4,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
12-12,12-12 Provision - idempotent re-tokenize,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Same PAN+TR returns same token.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200
3. Run 3 pm.test() assertions","HTTP 200, all assertions pass",Section 4.3.4,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,200,3
12-13,12-13 Provision - non-numeric PAN,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Invalid PAN format.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",Section 3.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,2
12-14,12-14 Provision - PAN too short (12 digits),12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Min 13 digits.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",Section 3.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,2
12-15,12-15 Provision - PAN too long (20 digits),12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Max 19 digits.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 400
3. Run 2 pm.test() assertions","HTTP 400, all assertions pass",Section 3.1,,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,400,2
12-16,12-16 Provision - PAN at lower boundary,12 Token Provisioning,Boundary,High,Full setup flow completed (steps 01-11). Exact panLowerLimit.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-17,12-17 Provision - PAN at upper boundary,12 Token Provisioning,Boundary,High,Full setup flow completed (steps 01-11). Exact panUpperLimit.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
12-18,12-18 Provision - PAN below lower limit,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Below range → ACCOUNT_NOT_ELIGIBLE.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
12-19,12-19 Provision - PAN above upper limit,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Above range → ACCOUNT_NOT_ELIGIBLE.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 422
3. Run 2 pm.test() assertions","HTTP 422, all assertions pass",,R1,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,422,2
12-20,12-20 Provision - partial utilization OK,12 Token Provisioning,Functional,Medium,Full setup flow completed (steps 01-11). Partial use does not block.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/provision
2. Verify HTTP 200,201
3. Run 3 pm.test() assertions","HTTP 200,201, all assertions pass",,R5,POST {{baseUrl_tvm}}/tvm/api/tokens/provision,"200,201",3
13-01,13-01 Activate (INACTIVE→ACTIVE),13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Activate token after ID&V.,"1. PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/activate
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",Section 6.1,,PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/activate,200,2
13-02,13-02 Suspend (ACTIVE→SUSPENDED),13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Suspend token.,"1. PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/suspend
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",Section 6.2,,PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/suspend,200,2
13-03,13-03 Txn on SUSPENDED token rejected,13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Suspended token must not authorize.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 403,422
3. Run 1 pm.test() assertions","HTTP 403,422, all assertions pass",Section 6.5,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,"403,422",1
13-04,13-04 Resume (SUSPENDED→ACTIVE),13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Resume token.,"1. PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/resume
2. Verify HTTP 200
3. Run 2 pm.test() assertions","HTTP 200, all assertions pass",Section 6.3,,PUT {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}/resume,200,2
13-05,13-05 Delete token,13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Delete token from any state.,"1. DELETE {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}}
2. Verify HTTP 200
3. Run 1 pm.test() assertions","HTTP 200, all assertions pass",Section 6.4,,DELETE {{baseUrl_tvm}}/tvm/api/tokens/{{provisionedToken}},200,1
13-06,13-06 Txn on DELETED token rejected,13 Token Lifecycle,Functional,Medium,Full setup flow completed (steps 01-11). Deleted token must not authorize.,"1. POST {{baseUrl_tvm}}/tvm/api/tokens/authorize
2. Verify HTTP 403,404,422
3. Run 1 pm.test() assertions","HTTP 403,404,422, all assertions pass",Section 6.5,,POST {{baseUrl_tvm}}/tvm/api/tokens/authorize,"403,404,422",1
